title,genres,budget,revenue,vote_average,vote_count,release_date,popularity,runtime,year,roi,main_genre
The Orphanage,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,44000000.0,7.1,633,2007-08-27,29.071955,105.0,2007.0,,
A Haunted House 2,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",,,5.4,346,2014-04-17,18.428909,87.0,2014.0,,
The Rules of Attraction,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",4000000.0,,6.3,168,2002-10-11,11.387335,110.0,2002.0,,
Topaz,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",4000000.0,6000000.0,6.1,77,1969-12-18,5.975604,143.0,1969.0,1.5,
Let's Go to Prison,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",4000000.0,4630045.0,5.5,69,2006-11-17,4.59841,84.0,2006.0,1.15751125,
Four Rooms,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}]",4000000.0,4300000.0,6.5,530,1995-12-09,22.87623,98.0,1995.0,1.075,
Secretary,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",4000000.0,9304609.0,6.7,376,2002-01-11,19.107285,104.0,2002.0,2.32615225,
The Real Cancun,"[{""id"": 99, ""name"": ""Documentary""}]",,,3.3,8,2003-04-23,0.456485,96.0,2003.0,,
Talk Radio,"[{""id"": 18, ""name"": ""Drama""}]",4000000.0,3468572.0,6.7,46,1988-12-21,4.541908,110.0,1988.0,0.867143,
Waiting for Guffman,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}]",,,7.3,63,1996-01-31,4.348416,84.0,1996.0,,
Love Stinks,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,,5.4,11,1999-09-10,3.347885,94.0,1999.0,,
You Kill Me,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",4000000.0,2426851.0,6.2,80,2007-02-09,6.091951,90.0,2007.0,0.60671275,
Thumbsucker,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,1919197.0,6.1,67,2005-01-23,4.757625,96.0,2005.0,,
Red State,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",4000000.0,1104682.0,5.9,316,2011-08-19,12.062371,88.0,2011.0,0.2761705,
Mirrormask,"[{""id"": 14, ""name"": ""Fantasy""}]",4000000.0,866999.0,6.6,102,2005-01-25,7.758188,101.0,2005.0,0.21674975,
Samsara,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 99, ""name"": ""Documentary""}]",4000000.0,,8.0,167,2011-09-16,12.781973,102.0,2011.0,,
The Barbarians,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}]",,,5.1,8,1987-03-01,1.631993,87.0,1987.0,,
The Art of Getting By,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,1406224.0,6.5,415,2011-06-17,12.690224,83.0,2011.0,,
Zipper,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",,,5.5,58,2015-08-28,8.516229,103.0,2015.0,,
Poolhall Junkies,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,,6.5,25,2002-06-07,5.90259,99.0,2002.0,,
The Loss of Sexual Innocence,"[{""id"": 18, ""name"": ""Drama""}]",4000000.0,,5.2,9,1999-04-29,2.866934,106.0,1999.0,,
Holy Motors,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",,641100.0,6.9,228,2012-07-02,9.140936,115.0,2012.0,,
Joe,"[{""id"": 18, ""name"": ""Drama""}]",4000000.0,2365467.0,6.5,338,2014-04-11,22.987897,118.0,2014.0,0.59136675,
Shooting Fish,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",3000000.0,302204.0,7.0,23,1997-08-22,1.204941,109.0,1997.0,0.10073466666666667,
Prison,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",1300000.0,354704.0,6.7,27,1988-03-04,7.605291,102.0,1988.0,0.2728492307692308,
Psycho Beach Party,"[{""id"": 35, ""name"": ""Comedy""}]",1500000.0,,6.0,26,2000-08-06,2.855963,95.0,2000.0,,
The Big Tease,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10769, ""name"": ""Foreign""}]",,,5.8,6,1999-01-01,0.502396,87.0,1999.0,,
"Guten Tag, Ramón","[{""id"": 18, ""name"": ""Drama""}]",4000000.0,,8.1,18,2013-10-18,1.771584,119.0,2013.0,,
Trust,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",9500000.0,120000.0,6.6,307,2010-09-10,21.230737,104.0,2010.0,0.01263157894736842,
An Everlasting Piece,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",,,6.0,1,2000-12-22,0.068246,103.0,2000.0,,
Among Giants,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,,4.5,2,1998-06-24,0.541652,93.0,1998.0,,
Adore,"[{""id"": 18, ""name"": ""Drama""}]",16000000.0,318982.0,6.1,291,2013-04-03,18.790221,100.0,2013.0,0.019936375,
The Velocity of Gary,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",4000000.0,,4.2,5,1999-07-16,0.409089,100.0,1999.0,,
Mondays in the Sun,"[{""id"": 18, ""name"": ""Drama""}]",4000000.0,146402.0,7.1,36,2002-09-27,3.663108,113.0,2002.0,0.0366005,
Stake Land,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",650000.0,33245.0,6.2,285,2010-09-30,12.496261,98.0,2010.0,0.05114615384615385,
The Last Time I Committed Suicide,"[{""id"": 18, ""name"": ""Drama""}]",,,6.7,7,1997-06-20,0.596889,92.0,1997.0,,
Futuro Beach,"[{""id"": 18, ""name"": ""Drama""}]",,,6.4,31,2014-05-01,2.611364,106.0,2014.0,,
Another Happy Day,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",4000000.0,355688.0,6.2,37,2011-11-18,3.238466,119.0,2011.0,0.088922,
A Lonely Place to Die,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",4000000.0,25345000.0,6.2,157,2011-04-09,8.30723,99.0,2011.0,6.33625,
Nothing,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",,,5.8,38,2003-09-09,3.408955,90.0,2003.0,,
The Geographer Drank His Globe Away,"[{""id"": 18, ""name"": ""Drama""}]",,4037782.0,7.3,23,2013-07-26,1.876621,120.0,2013.0,,
1776,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 36, ""name"": ""History""}, {""id"": 10402, ""name"": ""Music""}]",,,7.1,20,1972-11-09,1.807571,142.0,1972.0,,
Inescapable,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",,,5.2,13,2012-09-14,6.783053,93.0,2012.0,,
Hell's Angels,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",3950000.0,8000000.0,6.1,19,1930-11-15,8.484123,127.0,1930.0,2.0253164556962027,
Purple Violets,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",4000000.0,,5.7,9,2007-04-30,0.936232,103.0,2007.0,,
The Veil,"[{""id"": 27, ""name"": ""Horror""}]",4000000.0,,4.5,118,2016-04-21,12.822534,93.0,2016.0,,
The Loved Ones,"[{""id"": 27, ""name"": ""Horror""}]",,,6.6,207,2009-09-13,4.989985,84.0,2009.0,,
The Helpers,"[{""id"": 27, ""name"": ""Horror""}]",4000000.0,,4.1,8,2012-10-27,1.390659,78.0,2012.0,,
How to Fall in Love,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10770, ""name"": ""TV Movie""}]",4000000.0,,5.2,20,2012-07-21,1.923514,0.0,2012.0,,
The Perfect Wave,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",,,4.4,21,2014-02-28,4.118612,113.0,2014.0,,
A Man for All Seasons,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",3900000.0,28350000.0,7.5,89,1966-12-12,9.541688,120.0,1966.0,7.269230769230769,
Network,"[{""id"": 18, ""name"": ""Drama""}]",3800000.0,23689877.0,7.7,381,1976-11-01,17.234745,121.0,1976.0,6.234178157894737,
Gone with the Wind,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",4000000.0,400176459.0,7.7,970,1939-12-15,48.98255,238.0,1939.0,100.04411475,
Desert Dancer,"[{""id"": 18, ""name"": ""Drama""}]",,,6.5,18,2014-07-03,1.972668,98.0,2014.0,,
Major Dundee,"[{""id"": 10752, ""name"": ""War""}, {""id"": 37, ""name"": ""Western""}]",3800000.0,14873.0,6.2,38,1965-04-07,3.490215,123.0,1965.0,0.003913947368421052,
Annie Get Your Gun,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]",3768785.0,8000000.0,7.3,22,1950-05-17,1.726175,107.0,1950.0,2.122700021359669,
Four Lions,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",967686.0,4270000.0,7.0,423,2010-05-07,20.544999,101.0,2010.0,4.412588380941751,
The House of Sand,"[{""id"": 18, ""name"": ""Drama""}]",,,6.7,9,2005-05-13,0.389471,115.0,2005.0,,
Defendor,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",3500000.0,44462.0,6.5,195,2009-09-12,8.45342,101.0,2009.0,0.012703428571428572,
The Pirate,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",3700000.0,2956000.0,6.6,17,1948-06-11,0.90522,102.0,1948.0,0.798918918918919,
The Good Heart,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",3800000.0,,6.0,21,2009-09-11,2.201678,95.0,2009.0,,
The History Boys,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",4000000.0,13401952.0,6.6,66,2006-10-02,3.771652,109.0,2006.0,3.350488,
Midnight Cowboy,"[{""id"": 18, ""name"": ""Drama""}]",3600000.0,44785053.0,7.4,299,1969-05-25,21.119209,113.0,1969.0,12.4402925,
The Full Monty,"[{""id"": 35, ""name"": ""Comedy""}]",3500000.0,257850122.0,6.8,363,1997-08-13,17.002623,91.0,1997.0,73.67146342857143,
Airplane!,"[{""id"": 35, ""name"": ""Comedy""}]",3500000.0,83453539.0,7.1,1074,1980-07-02,46.116885,88.0,1980.0,23.843868285714287,
Chain of Command,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",5000000.0,,5.3,11,2015-08-30,1.398981,88.0,2015.0,,
Friday,"[{""id"": 35, ""name"": ""Comedy""}]",3500000.0,28215918.0,7.0,503,1995-04-26,25.5748,91.0,1995.0,8.061690857142857,
Menace II Society,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",3500000.0,27900000.0,7.2,173,1993-05-26,3.418871,97.0,1993.0,7.9714285714285715,
Creepshow 2,"[{""id"": 27, ""name"": ""Horror""}]",3500000.0,14000000.0,5.9,129,1987-05-01,10.729884,92.0,1987.0,4.0,
The Ballad of Cable Hogue,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]",3716946.0,5000000.0,6.9,47,1970-05-13,2.676535,121.0,1970.0,1.3451903794136368,
In Cold Blood,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",3500000.0,13007551.0,7.4,82,1967-12-14,7.821438,134.0,1967.0,3.716443142857143,
The Nun's Story,"[{""id"": 18, ""name"": ""Drama""}]",3500000.0,12800000.0,7.4,46,1959-06-18,3.281509,149.0,1959.0,3.657142857142857,
Harper,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",3500000.0,12000000.0,6.2,35,1966-02-23,2.938973,121.0,1966.0,3.4285714285714284,
Frenzy,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",3500000.0,12600000.0,7.1,158,1972-05-25,10.219942,116.0,1972.0,3.6,
The Witch,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}]",3500000.0,40423945.0,6.3,1434,2016-02-19,50.319662,92.0,2016.0,11.549698571428571,
I Got the Hook Up,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",,,5.4,8,1998-05-27,0.593068,93.0,1998.0,,
She's the One,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",3500000.0,9482579.0,5.7,70,1996-08-26,8.406025,96.0,1996.0,2.7093082857142856,
Gods and Monsters,"[{""id"": 18, ""name"": ""Drama""}]",10000000.0,6451628.0,6.8,81,1998-01-21,5.588652,105.0,1998.0,0.6451628,
The Secret in Their Eyes,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",2000000.0,33965843.0,7.8,626,2009-08-13,25.894065,129.0,2009.0,16.9829215,
Train,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,,4.8,36,2008-10-16,3.280081,94.0,2008.0,,
Evil Dead II,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",3600000.0,5923044.0,7.6,742,1987-03-13,35.674774,84.0,1987.0,1.64529,
Pootie Tang,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",,,5.4,43,2001-06-29,3.115754,81.0,2001.0,,
Sharknado,"[{""id"": 10770, ""name"": ""TV Movie""}, {""id"": 27, ""name"": ""Horror""}]",1000000.0,,3.8,476,2013-07-11,20.466433,86.0,2013.0,,
The Other Conquest,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}]",,,5.4,4,1999-04-01,0.015597,105.0,1999.0,,
Troll Hunter,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",3500000.0,4159678.0,6.7,583,2010-10-29,12.982319,103.0,2010.0,1.1884794285714286,
Ira & Abby,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,,5.8,9,2006-01-01,0.595136,104.0,2006.0,,
Winter Passing,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",3500000.0,113783.0,6.7,28,2006-02-07,3.643608,98.0,2006.0,0.03250942857142857,
D.E.B.S.,"[{""id"": 28, ""name"": ""Action""}]",3500000.0,,5.6,90,2004-01-21,6.396936,91.0,2004.0,,
The Masked Saint,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]",,,2.9,7,2016-01-08,0.909067,111.0,2016.0,,
The Betrayed,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",3500000.0,,5.2,10,2008-09-27,1.348114,98.0,2008.0,,
Taxman,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",,,2.0,1,1999-09-16,0.964802,104.0,1999.0,,
The Secret,"[{""id"": 18, ""name"": ""Drama""}]",,,0.0,0,2016-04-29,0.042346,200.0,2016.0,,
2:13,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",3500000.0,,4.6,10,2009-04-25,1.271621,96.0,2009.0,,
"Batman: The Dark Knight Returns, Part 2","[{""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}]",3500000.0,,7.9,419,2013-01-18,25.891466,78.0,2013.0,,
Time to Choose,"[{""id"": 99, ""name"": ""Documentary""}]",3500000.0,,0.0,0,2015-09-04,1.618138,100.0,2015.0,,
In the Name of the King III,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",3500000.0,,3.3,19,2013-12-27,4.304341,85.0,2013.0,,
Wicked Blood,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",3500000.0,,5.3,37,2014-03-04,3.158056,92.0,2014.0,,
Stranded,"[{""id"": 18, ""name"": ""Drama""}]",,,5.0,11,2015-06-05,3.230779,86.0,2015.0,,
Lords of London,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",3440000.0,,3.6,6,2014-01-06,1.913302,90.0,2014.0,,
High Anxiety,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",3400000.0,31063038.0,6.5,84,1977-12-25,5.690619,94.0,1977.0,9.136187647058824,
March of the Penguins,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10751, ""name"": ""Family""}]",8000000.0,127392239.0,6.9,358,2005-01-26,17.537154,80.0,2005.0,15.924029875,
Margin Call,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",3500000.0,19504039.0,6.7,524,2011-09-28,26.259389,107.0,2011.0,5.572582571428572,
August,"[{""id"": 18, ""name"": ""Drama""}]",,,6.2,15,2011-06-09,1.419431,100.0,2011.0,,
Choke,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",3000000.0,3830137.0,6.0,127,2008-09-26,11.637458,92.0,2008.0,1.2767123333333332,
Whiplash,"[{""id"": 18, ""name"": ""Drama""}]",3300000.0,13092000.0,8.3,4254,2014-10-10,192.528841,105.0,2014.0,3.9672727272727273,
City of God,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",3300000.0,30641770.0,8.1,1814,2002-02-05,44.356711,130.0,2002.0,9.28538484848485,
Human Traffic,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",600000.0,4000000.0,6.8,97,1999-06-04,4.859873,99.0,1999.0,6.666666666666667,
To Write Love on Her Arms,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",3400000.0,,6.8,47,2015-03-13,6.723057,118.0,2015.0,,
The Dead Girl,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",,,6.4,66,2006-11-07,3.069605,85.0,2006.0,,
The Hunt,"[{""id"": 18, ""name"": ""Drama""}]",3800000.0,16800000.0,7.9,927,2012-08-28,21.826888,115.0,2012.0,4.421052631578948,
A Christmas Story,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,19294144.0,7.4,344,1983-11-18,15.128316,94.0,1983.0,,
Bella,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,,6.7,37,2006-09-09,1.814802,91.0,2006.0,,
Class of 1984,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",4300000.0,,6.2,66,1982-08-20,5.643023,98.0,1982.0,,
The Opposite Sex,"[{""id"": 35, ""name"": ""Comedy""}]",3300000.0,45000.0,4.1,9,2014-11-08,2.964785,96.0,2014.0,0.013636363636363636,
Dreaming of Joseph Lees,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",2000000.0,7.0,8.0,1,1999-10-29,0.11615,92.0,1999.0,3.5e-06,
The Class,"[{""id"": 18, ""name"": ""Drama""}]",,28814580.0,6.8,174,2008-09-24,13.437038,128.0,2008.0,,
Rosemary's Baby,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",3200000.0,33395426.0,7.5,863,1968-06-12,26.180367,136.0,1968.0,10.436070625,
The Man Who Shot Liberty Valance,"[{""id"": 37, ""name"": ""Western""}]",3200000.0,8000000.0,7.4,265,1962-04-22,11.735287,123.0,1962.0,2.5,
Adam,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,2277396.0,6.9,150,2009-07-29,8.308442,99.0,2009.0,,
Maria Full of Grace,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",,,6.9,101,2004-01-18,3.027892,101.0,2004.0,,
Beginners,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",3200000.0,5332926.0,6.8,347,2010-09-11,11.933449,105.0,2010.0,1.666539375,
Feast,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",,658573.0,6.1,160,2005-10-14,8.825113,95.0,2005.0,,
Animal House,"[{""id"": 35, ""name"": ""Comedy""}]",2700000.0,141000000.0,7.0,418,1978-07-27,17.332585,109.0,1978.0,52.22222222222222,
Goldfinger,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2500000.0,124881062.0,7.2,987,1964-09-17,47.812466,110.0,1964.0,49.9524248,
Antiviral,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}]",2400000.0,,5.7,112,2012-09-19,11.753553,110.0,2012.0,,
It's a Wonderful Life,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",3180000.0,9644124.0,8.0,1076,1946-12-20,42.868495,130.0,1946.0,3.032743396226415,
Trainspotting,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",4000000.0,16491080.0,7.8,2655,1996-02-23,63.513324,93.0,1996.0,4.12277,
The Original Kings of Comedy,"[{""id"": 35, ""name"": ""Comedy""}]",,,6.3,15,2000-08-18,1.918959,115.0,2000.0,,
Paranormal Activity 2,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",3000000.0,177512032.0,5.7,722,2010-10-20,22.789649,91.0,2010.0,59.17067733333333,
Waking Ned,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,,7.4,54,1998-09-15,5.735912,91.0,1998.0,,
Bowling for Columbine,"[{""id"": 99, ""name"": ""Documentary""}]",4000000.0,35564473.0,7.3,453,2002-10-09,11.414843,120.0,2002.0,8.89111825,
Coming Home,"[{""id"": 18, ""name"": ""Drama""}]",,,6.9,49,2014-05-16,6.017273,111.0,2014.0,,
A Nightmare on Elm Street Part 2: Freddy's Revenge,"[{""id"": 27, ""name"": ""Horror""}]",3000000.0,29999213.0,5.7,361,1985-10-31,21.607228,87.0,1985.0,9.999737666666666,
A Room with a View,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3000000.0,20966644.0,6.9,156,1985-12-13,7.961559,117.0,1985.0,6.9888813333333335,
The Purge,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",3000000.0,89328627.0,6.0,2428,2013-05-31,54.403033,86.0,2013.0,29.776209,
Sinister,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",3000000.0,77712439.0,6.7,1573,2012-03-29,41.045084,110.0,2012.0,25.904146333333333,
Martin Lawrence Live: Runteldat,"[{""id"": 35, ""name"": ""Comedy""}]",3000000.0,19184015.0,5.0,1,2002-08-01,0.295226,113.0,2002.0,6.3946716666666665,
Cat on a Hot Tin Roof,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3000000.0,17570324.0,7.6,165,1958-02-17,16.553594,108.0,1958.0,5.8567746666666665,
Beneath the Planet of the Apes,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",3000000.0,18999718.0,6.2,361,1970-05-01,24.393296,95.0,1970.0,6.333239333333333,
Air Bud,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",3000000.0,23144499.0,5.3,106,1997-08-01,11.241802,98.0,1997.0,7.714833,
Pokémon: Spell of the Unknown,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}]",16000000.0,68411275.0,5.9,137,2000-07-08,9.18885,93.0,2000.0,4.2757046875,
